cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,19,19,0.0,100000000456947100;100000003265658100;100000003349739100;100000003770083100;100000004021459100,Seed-клиенты без переводов ≥5 000 ₸ в выгрузке: активность ниже порога или вне банка
1,205,1,26263778.0,100000008603629100;100000008477350100;100000000437046100;100000004299488100;100000007055802100,"Периферия одного seed; веерное распределение (11 узл.); транзитные счета: 3; конечные получатели: 27; внутренний оборот 26,3 млн ₸"
2,183,8,25152043.56,100000004156082100;100000006518161100;100000008723830100;100000002173161100;100000004707703100,"Гипотеза: сбор средств с 8 seed через узел 100000004156082100 (coordinator); веерное распределение (3 узл.); транзитные счета: 7; конечные получатели: 31; внутренний оборот 25,2 млн ₸"
3,168,1,41134310.62,100000008489922100;100000008547948100;100000008710791100;100000008547844100;100000008466579100,"Периферия одного seed; веерное распределение (12 узл.); транзитные счета: 3; конечные получатели: 44; внутренний оборот 41,1 млн ₸"
4,153,0,14291600.9,100000002398779100;100000008346837100;100000002957787100;100000003242289100;100000000332284100,"Узлы без seed, связанные через потоки; веерное распределение (12 узл.); конечные получатели: 17; внутренний оборот 14,3 млн ₸"
5,150,1,5518694.0,100000001697501100;100000001166289100;100000002527114100;100000005342513100;100000002733905100,"Периферия одного seed; веерное распределение (2 узл.); конечные получатели: 3; внутренний оборот 5,5 млн ₸"
6,139,0,30388797.1,100000000331309100;100000008324800100;100000008413748100;100000008560717100;100000001330685100,"Узлы без seed, связанные через потоки; веерное распределение (3 узл.); транзитные счета: 3; конечные получатели: 26; внутренний оборот 30,4 млн ₸"
7,120,0,4465650.0,100000002578405100;100000002214383100;100000008778010100;100000005041905100;100000003192309100,"Узлы без seed, связанные через потоки; веерное распределение (1 узл.); внутренний оборот 4,5 млн ₸"
8,119,3,15717491.0,100000008165763100;100000003684369100;100000001072022100;100000003299365100;100000001527186100,"Гипотеза: сбор средств с 3 seed через узел 100000008165763100 (coordinator); веерное распределение (4 узл.); транзитные счета: 3; конечные получатели: 22; внутренний оборот 15,7 млн ₸"
9,109,3,10240746.62,100000004015047100;100000002838861100;100000005704413100;100000005514161100;100000005578559100,"Гипотеза: сбор средств с 3 seed через узел 100000004015047100 (consolidator); веерное распределение (3 узл.); транзитные счета: 1; конечные получатели: 11; внутренний оборот 10,2 млн ₸"
